Region,District,Sub-county,Attending School (6-12 years),Not attending (6-12 years),Never  been to School (15+ years),Primary (15+ years),Secondary and above (15+ years),Total,Literate (18 + years),Not Literate (18 + years),Ever married (10-17years),Never married (10-17years),Total,Ever had a Birth (12-17years),Never had a Birth (12-17years),Total
string,string,string,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
Central,Rakai,Kyalulangira,5601,837,3229,7873,2049,13151,7262,4326,190,2668,2858,189,1785,1974
Central,Rakai,Lwamaggwa,9679,629,4468,12837,3520,20825,11984,6152,474,4215,4689,411,2874,3285
Central,Rakai,Lwanda,6084,524,1460,8349,4084,13893,9445,2655,280,2779,3059,219,1913,2132
Central,Rakai,Rakai Town Council,1401,99,445,1873,1154,3472,2313,746,49,656,705,38,484,522
Central,Rakai,Kabira,6449,606,1655,10027,3320,15002,10107,2834,206,3066,3272,295,2047,2342
Central,Rakai,Kalisizo,3964,224,969,4941,3052,8962,6231,1478,34,1879,1913,63,1333,1396
Central,Rakai,Kalisizo Town Council,2382,145,522,2643,4092,7257,5663,745,86,1221,1307,67,926,993
Central,Rakai,Kasaali,5285,433,1341,7559,4553,13453,9398,2192,109,2716,2825,110,1952,2062
Central,Rakai,Kirumba,5580,246,1099,7137,4049,12285,8678,1894,150,2725,2875,159,1922,2081
Central,Rakai,Kyotera Town Council,1874,117,263,2708,4196,7167,5883,483,91,1059,1150,84,811,895
Central,Rakai,Lwankoni,3229,191,760,4605,2142,7507,5078,1350,68,1556,1624,74,1078,1152
Central,Rakai,Nabigasa,4519,511,1186,6398,2454,10038,6315,2316,123,2247,2370,121,1559,1680
Central,Rakai,Rakai Total,104636,11840,40767,147460,63168,251395,158612,60324,3362,50571,53933,3466,35099,38565
Central,Ssembabule,Lwemiyaga,7007,951,4332,10579,3388,18299,10337,5677,151,3501,3652,128,2544,2672
Central,Ssembabule,Ntuusi,4123,815,3575,6673,2521,12769,7006,4285,153,2092,2245,214,1370,1584
Central,Ssembabule,Lugusulu,5649,775,5233,7807,3283,16323,8757,5605,151,2893,3044,193,2027,2220
Central,Ssembabule,Lwebitakuli,13197,1452,5970,17138,6162,29270,16999,8380,273,6374,6647,285,4420,4705
Central,Ssembabule,Mateete,11688,895,3812,15037,5791,24640,15222,5979,267,5310,5577,239,3689,3928
Central,Ssembabule,Mateete Town Council,1832,182,485,2495,2238,5218,3830,775,48,906,954,58,641,699
Central,Ssembabule,Mijwala,6207,565,2977,8748,2856,14581,8618,4036,119,3045,3164,129,2082,2211
Central,Ssembabule,Sembabule Town Council,1124,110,488,1596,1485,3569,2517,622,42,600,642,35,425,460
Central,Ssembabule,Ssembabule Total,50827,5745,26872,70073,27724,124669,73286,35359,1204,24721,25925,1281,17198,18479
Central,Wakiso,Bussi,2282,339,1599,5038,2350,8987,5282,2978,107,943,1050,94,664,758
Central,Wakiso,Kakiri,7457,605,2615,9675,7935,20225,14318,3350,232,3599,3831,443,2388,2831
Central,Wakiso,Kakiri Town Council,3063,259,734,3450,5685,9869,7349,1284,80,1688,1768,60,1286,1346
Central,Wakiso,Kasanje,5405,517,1735,8281,4974,14990,9926,3244,162,2646,2808,168,1936,2104
Central,Wakiso,Katabi,15031,1175,3793,16808,41473,62074,49699,6030,407,8852,9259,638,6466,7104
Central,Wakiso,Masuliita,2296,101,535,3018,1982,5535,3841,906,64,1132,1196,175,726,901
Central,Wakiso,Masulita Town Council,2974,166,939,3421,3114,7474,5111,1319,103,1465,1568,142,1008,1150
Central,Wakiso,Mende,5302,270,1262,6559,5828,13649,9874,2067,148,2536,2684,236,1725,1961
Central,Wakiso,Namayumba,3456,300,1372,5180,2430,8982,5883,1953,148,1599,1747,120,1162,1282
Central,Wakiso,Namayumba Town Council,2855,286,957,3833,3146,7936,5466,1457,123,1382,1505,106,1004,1110
Central,Wakiso,Nsangi,31095,1952,5117,31417,74085,110619,89665,8691,909,17172,18081,1102,12765,13867
Central,Wakiso,Ssisa,14239,868,3486,16932,33076,53494,42893,4764,343,7896,8239,483,5880,6363
Central,Wakiso,Wakiso,28605,1614,4609,27712,64242,96563,78281,7193,1060,15229,16289,1118,11429,12547
Central,Wakiso,Wakiso Town Council,9892,556,1825,9049,22801,33675,26817,2788,312,5628,5940,346,4254,4600
Central,Wakiso,Nangabo,22680,1384,4874,21313,54728,80915,64327,7367,656,12694,13350,825,9472,10297
Central,Wakiso,Division A,5805,267,1232,4896,17446,23574,19051,1738,146,3667,3813,218,2801,3019
Central,Wakiso,Division B,4553,234,852,4701,12849,18402,14940,1479,122,2749,2871,217,2031,2248
Central,Wakiso,Bweyogerere Division,15007,831,3289,13327,49740,66356,55027,4433,543,9076,9619,993,6566,7559
Central,Wakiso,Kira Division,8538,466,1600,9858,25743,37201,31037,2514,341,4676,5017,430,3479,3909
Central,Wakiso,Namugongo Division,19450,1054,3574,18728,74489,96791,81604,5643,704,12428,13132,1116,9403,10519
Central,Wakiso,Bunamwaya Division,10598,390,1975,9903,32625,44503,37370,2367,311,6403,6714,354,4990,5344
Central,Wakiso,Masajja Division,17816,884,2781,17142,48567,68490,57054,4215,518,9956,10474,701,7402,8103
Central,Wakiso,Ndejje Division,14226,613,2438,12884,38879,54201,44684,3409,364,8453,8817,712,6165,6877
Central,Wakiso,Busukuma Division,7151,275,1609,9412,9450,20471,15152,2738,234,3523,3757,202,2595,2797
Central,Wakiso,Gombe Division,14213,508,2467,14751,24182,41400,31855,4445,288,7206,7494,474,5169,5643
Central,Wakiso,Nabweru Division,16747,898,3260,13263,42789,59312,48496,4259,597,9109,9706,732,6695,7427
Central,Wakiso,Nansana Division,22313,904,3122,18623,63377,85122,71001,4745,783,12910,13693,1032,9623,10655
Central,Wakiso,Wakiso Total,313061,17716,63651,319174,767985,1150810,926003,97376,9805,174625,184430,13237,129089,142326
Eastern,Amuria,Abarilela,4685,944,2173,6719,2572,11464,5439,4156,135,2637,2772,98,1928,2026
Eastern,Amuria,Acowa,2779,409,1027,4091,1537,6655,3300,2267,92,1505,1597,53,1131,1184
Eastern,Amuria,Akeriau,1296,118,324,1396,2069,3789,2685,624,20,725,745,22,517,539
Eastern,Amuria,Akoromit,3064,491,1180,3767,1977,6924,3602,2215,92,1591,1683,75,1159,1234
Eastern,Amuria,Amuria Town Council,4007,1036,1617,6173,2644,10434,6025,2835,75,2249,2324,51,1641,1692
Eastern,Amuria,Apeduru,3871,498,1347,4928,2283,8558,4532,2620,78,2004,2082,78,1431,1509
Eastern,Amuria,Asamuk,3579,434,1192,4747,2062,8001,4229,2463,108,1757,1865,81,1304,1385
Eastern,Amuria,Kapelebyong,2684,520,1090,3676,1763,6529,3585,1855,80,1490,1570,66,1099,1165
Eastern,Amuria,Kuju,3130,363,979,4175,1998,7152,3969,1995,124,1571,1695,75,1177,1252
Eastern,Amuria,Morungatuny,4819,666,1956,6831,3023,11810,6123,3890,130,2552,2682,144,1791,1935
Eastern,Amuria,Obalanga,2762,397,976,3722,1557,6255,3271,1966,104,1434,1538,85,1031,1116
Eastern,Amuria,Ogolai,3681,603,1783,5019,1984,8786,4180,3309,126,1738,1864,73,1241,1314
Eastern,Amuria,Okungur,3621,614,1528,4876,2139,8543,4392,2778,94,1941,2035,95,1354,1449
Eastern,Amuria,Orungo,3993,548,1568,5138,2203,8909,4680,2892,221,1785,2006,186,1244,1430
Eastern,Amuria,Wera,3577,531,1439,4741,2270,8450,4504,2593,96,1914,2010,87,1359,1446
Eastern,Amuria,Willa,2714,587,1236,3695,1383,6314,3112,2223,146,1365,1511,147,919,1066
Eastern,Amuria,Amuria Total,54262,8759,21415,73694,33464,128573,67628,40681,1721,28258,29979,1416,20326,21742
Eastern,Budaka,Budaka,2283,261,894,3090,1198,5182,2570,1795,92,1100,1192,63,808,871
Eastern,Budaka,Budaka Town Council,4651,493,1690,5736,4419,11845,6867,3184,107,2546,2653,108,1907,2015
Eastern,Budaka,Kachomo,3032,225,955,3951,1944,6850,3364,2411,83,1553,1636,66,1133,1199
Eastern,Budaka,Kaderuna,3494,470,1192,4795,1814,7801,3847,2774,107,1810,1917,62,1323,1385
Eastern,Budaka,Kakule,2683,286,1017,3332,1447,5796,3020,1880,93,1321,1414,93,900,993
Eastern,Budaka,Lyama,3863,502,2184,4853,1918,8955,3803,3924,121,1848,1969,89,1319,1408
Eastern,Budaka,Naboa,2846,275,1017,3742,2008,6767,3686,2081,86,1505,1591,75,1076,1151
Eastern,Budaka,Nansanga,2032,297,826,2506,1076,4408,2267,1470,59,971,1030,33,721,754
Eastern,Budaka,Iki-Iki,3849,376,1054,4906,2964,8924,5016,2464,125,2057,2182,111,1467,1578
Eastern,Budaka,Kameruka,3150,282,859,4184,1950,6993,3518,2430,97,1508,1605,80,1081,1161
Eastern,Budaka,Kamonkoli,4905,610,1394,6598,3964,11956,6789,3338,137,2612,2749,138,1853,1991
Eastern,Budaka,Katiira,3169,546,1125,4447,2063,7635,3966,2455,131,1747,1878,82,1327,1409
Eastern,Budaka,Mugiti,2413,259,802,2960,1781,5543,2706,2001,98,1202,1300,96,861,957
Eastern,Budaka,Budaka Total,42370,4882,15009,55100,28546,98655,51419,32207,1336,21780,23116,1096,15776,16872
Eastern,Bududa,Bubiita,1375,122,376,2177,1065,3618,2049,1067,84,689,773,58,519,577
Eastern,Bududa,Bududa,1330,58,354,1486,1778,3618,2337,695,20,765,785,25,595,620
Eastern,Bududa,Bududa Town Council,2220,189,734,3181,1608,5523,2971,1745,49,1148,1197,83,798,881
Eastern,Bududa,Bukalasi,2646,303,807,4219,1257,6283,3274,2086,141,1299,1440,88,972,1060
Eastern,Bududa,Bukibokolo,2079,322,579,2983,1333,4895,2794,1306,46,1128,1174,45,807,852
Eastern,Bududa,Bukigai,4036,152,778,4358,4097,9233,5578,2129,85,2178,2263,124,1581,1705
Eastern,Bududa,Bulucheke,3442,253,910,4024,2364,7298,3971,2053,64,1791,1855,70,1346,1416
Eastern,Bududa,Bumasheti,3709,344,741,4260,2490,7491,4632,1597,87,1839,1926,69,1373,1442
Eastern,Bududa,Bumayoka,4610,303,892,5478,2499,8869,5226,2107,160,2335,2495,136,1701,1837
Eastern,Bududa,Bushika,7226,428,1421,8435,5016,14872,9151,3329,227,3460,3687,187,2498,2685
Eastern,Bududa,Bushiribo,2520,230,600,2912,1738,5250,3217,1164,44,1253,1297,43,879,922
Eastern,Bududa,Bushiyi,3420,266,836,5017,1540,7393,4627,1635,179,1641,1820,154,1214,1368
Eastern,Bududa,Buwali,1372,94,334,1921,1013,3268,1957,834,37,662,699,26,493,519
Eastern,Bududa,Nabweya,2202,100,526,2975,1889,5390,3279,1277,87,1114,1201,49,827,876
Eastern,Bududa,Nakatsi,2415,120,563,2862,1986,5411,3300,1266,63,1244,1307,47,939,986
Eastern,Bududa,,1942,152,1236,509,2609,4354,4208,2131,47,972,1019,24,709,733
Eastern,Bududa,Bududa Total,46544,3436,10960,58897,32763,102620,60494,25682,5271,48546,53817,1228,17251,18479
Eastern,Bugiri,Budhaya,6345,727,2436,7648,2671,12755,5984,4798,188,3040,3228,210,2086,2296
Eastern,Bugiri,Bugiri  Town Council,5358,177,1124,4918,9251,15293,10809,2324,175,3122,3297,149,2366,2515
Eastern,Bugiri,Bulesa,8320,918,2898,10692,5204,18794,9974,6150,346,3876,4222,280,2730,3010
Eastern,Bugiri,Bulidha,5380,635,2476,6408,2098,10982,5333,4055,169,2435,2604,155,1719,1874
Eastern,Bugiri,Buluguyi,6878,730,2543,8759,3025,14327,6608,5656,246,3060,3306,164,2162,2326
Eastern,Bugiri,Buwunga,10028,716,3661,12263,5778,21702,11346,7069,391,4666,5057,345,3297,3642
Eastern,Bugiri,Iwemba,3859,786,1882,5074,1744,8700,3989,3388,153,1839,1992,122,1294,1416
Eastern,Bugiri,Kapyanga,12689,1118,5328,14338,8125,27791,13856,9673,497,6226,6723,484,4416,4900
Eastern,Bugiri,Muterere,5920,794,2896,6776,3145,12817,6097,4743,164,2941,3105,164,2025,2189
Eastern,Bugiri,Nabukalu,7516,1238,3932,9582,3276,16790,7678,6640,329,3567,3896,307,2494,2801
Eastern,Bugiri,Nankoma,9031,904,3243,10777,4925,18945,10007,6034,364,4366,4730,316,3058,3374
Eastern,Bugiri,Bugiri Total,81324,8743,32419,97235,49242,178896,91681,60530,3022,39138,42160,2696,27647,30343
Eastern,Bukedea,Bukedea,6519,693,1839,8862,3824,14525,7736,4783,148,3109,3257,99,2240,2339
Eastern,Bukedea,Bukedea Town Council,2013,152,551,2468,2643,5662,3542,1352,40,1049,1089,26,750,776
Eastern,Bukedea,Kachumbala,11556,1386,3451,15892,7584,26927,14208,8915,229,5984,6213,167,4265,4432
Eastern,Bukedea,Kidongole,6086,626,2128,7793,3260,13181,7009,4260,160,2895,3055,94,2097,2191
Eastern,Bukedea,Kolir,6910,851,1924,9669,3911,15504,7976,5393,173,3325,3498,115,2401,2516
Eastern,Bukedea,Malera,9758,942,3426,13159,5017,21602,11279,7344,275,4515,4790,202,3258,3460
Eastern,Bukedea,Bukedea Total,42842,4650,13319,57843,26239,97401,51750,32047,1025,20877,21902,703,15011,15714
Eastern,Bukwo,Bukwo,1724,77,299,1687,2078,4064,2769,661,43,831,874,72,573,645
Eastern,Bukwo,Bukwo Town Council,1599,64,265,1514,2009,3788,2466,784,38,797,835,38,573,611
Eastern,Bukwo,Chepkwasta,1896,100,363,2408,1028,3799,2100,1168,102,792,894,75,567,642
Eastern,Bukwo,Chesower,1440,41,314,1497,1395,3206,1898,805,34,684,718,28,500,528
Eastern,Bukwo,Kabei,1325,110,357,1659,1010,3026,1734,864,30,625,655,27,454,481
Eastern,Bukwo,Kamet,1062,74,194,1566,666,2426,1336,751,29,471,500,18,349,367
Eastern,Bukwo,Kaptererwo,1933,56,219,2601,1370,4190,2702,893,81,857,938,61,623,684
Eastern,Bukwo,Kortek,1281,102,350,1593,657,2600,1345,861,46,590,636,32,406,438
Eastern,Bukwo,Riwo,1602,160,424,2370,837,3631,1895,1316,39,721,760,32,495,527
Eastern,Bukwo,Senendet,1948,90,232,2091,1923,4246,2905,711,40,951,991,47,695,742
Eastern,Bukwo,Suam,2199,193,380,2929,2052,5361,3434,1280,44,979,1023,102,616,718
Eastern,Bukwo,Tulel,1094,53,280,1362,934,2576,1529,686,26,547,573,59,353,412
Eastern,Bukwo,Bukwo Total,19103,1120,3677,23277,15959,42913,26113,10780,552,8845,9397,591,6204,6795
Eastern,Bulambuli,Buginyanya,1217,46,229,1616,1069,2914,1901,613,21,601,622,62,383,445
Eastern,Bulambuli,Bukhalu,6485,760,1516,6805,4204,12525,7116,3632,196,2544,2740,177,1811,1988
Eastern,Bulambuli,Bulaago,1906,173,442,2618,2007,5067,3360,1057,183,858,1041,193,562,755
Eastern,Bulambuli,Bulambuli Town Council,629,31,123,720,919,1762,1228,291,16,364,380,17,272,289
Eastern,Bulambuli,Bulegeni,1026,82,382,1323,933,2638,1529,730,27,558,585,23,398,421
Eastern,Bulambuli,Simu,1193,121,310,1398,1065,2773,1623,803,75,599,674,31,386,417
Eastern,Bulambuli,Buluganya,3492,236,487,3015,2155,5657,3290,1382,71,1341,1412,82,985,1067
Eastern,Bulambuli,Bumasobo,1596,167,446,2459,1271,4176,2533,1092,51,822,873,46,592,638
Eastern,Bulambuli,Bumugibole,1207,136,389,2079,1041,3509,2072,960,45,600,645,48,432,480
Eastern,Bulambuli,Bunambutye,1504,112,683,2540,1165,4388,2346,1508,103,721,824,78,540,618
Eastern,Bulambuli,Bwikhonge,1517,130,574,2236,994,3804,2063,1211,72,728,800,59,529,588
Eastern,Bulambuli,Nabbongo,1904,178,723,2715,1380,4818,2751,1386,57,947,1004,38,696,734
Eastern,Bulambuli,Muyembe,1418,132,523,2080,1544,4147,2418,1155,53,808,861,51,618,669
Eastern,Bulambuli,Lusha,1549,106,644,2554,2065,5263,3378,1265,80,818,898,46,637,683
Eastern,Bulambuli,Masiira,2010,122,464,3031,1697,5192,3052,1374,69,1070,1139,47,806,853
Eastern,Bulambuli,Kamu,1380,55,351,1568,1456,3375,2068,776,41,807,848,87,520,607
Eastern,Bulambuli,Namisuni,1757,179,731,2136,1919,4786,2946,1218,47,948,995,34,717,751
Eastern,Bulambuli,Sisiyi,2710,151,640,3724,2323,6687,4067,1615,163,1374,1537,119,1077,1196
Eastern,Bulambuli,Bulegeni Town Council,2577,132,445,2367,2298,5110,2994,1050,62,1643,1705,77,1204,1281
Eastern,Bulambuli,Bulambuli Total,37077,3049,10102,46984,31505,88591,52735,23118,1432,18151,19583,1315,13165,14480
Eastern,Busia,Eastern Division,5760,372,1659,6591,8814,17064,11746,3063,281,3269,3550,260,2458,2718
Eastern,Busia,Western Division,4143,236,829,4739,6696,12264,8699,1951,119,2354,2473,158,1747,1905
Eastern,Busia,Buhehe,4194,263,1105,5743,3174,10022,5257,3215,89,2127,2216,94,1506,1600
Eastern,Busia,Bulumbi,3134,444,893,4475,2244,7612,4188,2261,137,1676,1813,155,1193,1348
Eastern,Busia,Busime,3972,361,1479,4955,2401,8835,4620,2898,120,1897,2017,138,1349,1487
Eastern,Busia,Busitema,3664,307,1069,4445,2694,8208,4566,2407,107,1792,1899,98,1271,1369
Eastern,Busia,Buteba,5862,597,1981,7993,3461,13435,6542,4901,147,2990,3137,187,2037,2224
Eastern,Busia,Buyanga,4014,475,1104,5085,2408,8597,4508,2703,121,1971,2092,79,1405,1484
Eastern,Busia,Dabani,5976,329,1502,7131,5107,13740,8462,3182,214,3058,3272,183,2201,2384
Eastern,Busia,Lumino,3180,144,794,3911,2704,7409,4577,1738,67,1496,1563,99,1037,1136
Eastern,Busia,Lunyo,3215,193,879,4315,2173,7367,4224,2107,101,1495,1596,89,1068,1157
Eastern,Busia,Majanji,2345,129,625,3028,1582,5235,3027,1412,41,1174,1215,58,822,880
Eastern,Busia,Masaba,5035,369,1296,6536,3663,11495,6569,3174,127,2461,2588,121,1816,1937
Eastern,Busia,Masafu,4425,268,1149,5539,2971,9659,5055,3082,109,2213,2322,95,1577,1672
Eastern,Busia,Masinya,4296,340,1208,5422,3064,9694,5337,2952,114,2166,2280,120,1510,1630
Eastern,Busia,Sikuda,4017,358,1183,5150,2561,8894,4704,2896,108,1928,2036,92,1376,1468
Eastern,Busia,Busia Total,67232,5185,18755,85058,55717,159530,92081,43942,2002,34067,36069,2026,24373,26399
Eastern,Butaleja,Budumba,4988,660,1385,6396,2683,10464,5572,3390,209,2338,2547,126,1624,1750
Eastern,Butaleja,Busaba,5273,413,1841,6708,2832,11381,5587,4156,168,2457,2625,124,1760,1884
Eastern,Butaleja,Busabi,3926,397,1162,4941,2241,8344,4467,2650,198,1835,2033,124,1321,1445
Eastern,Butaleja,Busolwe,3182,326,1058,3872,1952,6882,3488,2347,87,1528,1615,80,1069,1149
Eastern,Butaleja,Busolwe Town Council,2820,220,971,3155,2594,6720,3627,2126,80,1496,1576,51,1128,1179
Eastern,Butaleja,Butaleja,3264,649,328,1222,4370,5920,3593,2738,97,1571,1668,70,1139,1209
Eastern,Butaleja,Butaleja Town Council,4020,386,1555,5020,2794,9369,4955,3036,119,1937,2056,133,1360,1493
Eastern,Butaleja,Himutu,3057,308,1333,3903,1832,7068,3555,2453,237,1379,1616,67,1097,1164
Eastern,Butaleja,Kachonga,5368,604,2189,6243,2738,11170,5487,3992,218,2488,2706,159,1802,1961
Eastern,Butaleja,Mazimasa,6606,835,2760,8697,4106,15563,7919,5368,211,3261,3472,152,2356,2508
Eastern,Butaleja,Nawanjofu,4028,481,1900,5322,1642,8864,3700,3980,150,1773,1923,126,1238,1364
Eastern,Butaleja,Naweyo,4408,577,1559,6115,2371,10045,4819,3783,185,2128,2313,159,1522,1681
Eastern,Butaleja,Butaleja Total,50940,5535,18935,64742,29619,113296,56769,40019,1959,24191,26150,1371,17416,18787
Eastern,Buyende,Bugaya,17326,2693,7541,20525,9232,37298,17819,13989,666,8149,8815,665,5608,6273
Eastern,Buyende,Buyende,8921,1261,4442,10757,3852,19051,8590,7861,324,3995,4319,349,2724,3073
Eastern,Buyende,Buyende Town Council,4651,784,2180,5693,2513,10386,5295,3651,198,2172,2370,264,1449,1713
Eastern,Buyende,Kagulu,14274,3877,7844,19636,6463,33943,14218,15018,667,7293,7960,598,5066,5664
Eastern,Buyende,Kidera,12738,2399,5359,17644,6827,29830,15005,10629,745,6046,6791,753,4137,4890
Eastern,Buyende,Nkondo,6168,1063,3222,7250,3028,13500,6403,5190,331,2915,3246,368,1902,2270
Eastern,Buyende,Buyende Total,64078,12077,30588,81505,31915,144008,67330,56338,2931,30570,33501,2997,20886,23883
Eastern,Iganga,Central Division,4774,213,1202,4188,12236,17626,13340,1901,173,3266,3439,276,2448,2724
Eastern,Iganga,Northern Division,4080,182,1270,3682,9200,14152,10631,1723,415,2188,2603,269,1715,1984
Eastern,Iganga,Busembatia Town Council,2420,145,628,2313,3312,6253,4276,1065,121,1516,1637,34,1237,1271
Eastern,Iganga,Buyanga,10845,957,3838,12400,7818,24056,13110,7384,282,5411,5693,351,3766,4117
Eastern,Iganga,Ibulanku,7758,535,2415,8701,5144,16260,8610,5114,194,3830,4024,199,2750,2949
Eastern,Iganga,Igombe,3552,444,1493,4325,2302,8120,4383,2569,94,1890,1984,126,1301,1427
Eastern,Iganga,Makuutu,5784,558,2848,7292,3325,13465,6532,4992,301,2729,3030,289,1926,2215
Eastern,Iganga,Namalemba,4778,539,2074,5862,3325,11261,5549,3967,200,2467,2667,262,1718,1980
Eastern,Iganga,Bulamogi,5618,375,2005,6017,7350,15372,9865,3246,172,3171,3343,297,2223,2520
Eastern,Iganga,Nabitende,5690,1000,3092,6760,3909,13761,6756,4932,240,3121,3361,185,2222,2407
Eastern,Iganga,Nakalama,9430,672,3131,10306,9835,23272,13820,6132,325,4894,5219,342,3524,3866
Eastern,Iganga,Nakigo,8244,545,2832,8438,7867,19137,11336,4910,310,4318,4628,368,3064,3432
Eastern,Iganga,Nambale,10274,817,3937,11308,7058,22303,12274,6629,295,5051,5346,262,3615,3877
Eastern,Iganga,Namungalwe,7942,616,3195,8980,6256,18431,10412,5368,403,3727,4130,309,2739,3048
Eastern,Iganga,Nawandala,7112,429,2280,7927,4718,14925,8212,4287,204,3466,3670,193,2518,2711
Eastern,Iganga,Nawanyingi,5798,355,2126,6062,4234,12422,7136,3383,218,2856,3074,222,2031,2253
Eastern,Iganga,Iganga Total,104099,8382,38366,114561,97889,250816,146242,67602,3947,53901,57848,3984,38797,42781
Eastern,Jinja,Central Division,2516,71,546,2078,9459,12083,9965,740,37,1802,1839,1426,51,1477
Eastern,Jinja,Mpumudde Division,3235,209,432,3151,9955,13538,11024,959,103,2239,2342,1735,105,1840
Eastern,Jinja,Bugembe Town Council,6281,387,1204,6073,16872,24149,19057,2272,229,3843,4072,3063,169,3232
Eastern,Jinja,Busedde,7645,638,2614,9624,5958,18196,10127,5196,295,3964,4259,2951,249,3200
Eastern,Jinja,Kakira Town Council,5472,319,1302,7434,10747,19483,14565,2621,101,3288,3389,2479,99,2578
Eastern,Jinja,Mafubira,14352,558,3085,14702,25357,43144,31935,5656,502,7844,8346,5898,422,6320
Eastern,Jinja,Masese Walukuba,4916,295,1617,5653,11283,18553,13707,2782,154,2901,3055,2174,156,2330
Eastern,Jinja,Budondo,10593,708,2890,12574,10162,25626,16270,5389,230,5631,5861,4082,270,4352
Eastern,Jinja,Butagaya,11938,978,3309,13594,8280,25183,14885,6030,339,6119,6458,4435,304,4739
Eastern,Jinja,Buwenge,10013,667,2716,11182,9241,23139,14226,5359,230,5287,5517,3703,339,4042
Eastern,Jinja,Buwenge Town Council,4097,92,843,3931,6801,11575,8064,1939,212,2187,2399,1693,116,1809
Eastern,Jinja,Buyengo,7174,469,2073,8695,5044,15812,9241,4092,349,3413,3762,2519,267,2786
Eastern,Jinja,Jinja Total,88232,5391,22631,98691,129159,250481,173066,43035,2781,48518,51299,36158,2547,38705
Eastern,Kaberamaido,Alwa,4593,645,1106,7323,3026,11455,6938,2658,170,2521,2691,152,1825,1977
Eastern,Kaberamaido,Aperkira,3112,351,772,4375,1557,6704,3946,1630,87,1603,1690,84,1130,1214
Eastern,Kaberamaido,Kaberamaido,3643,475,873,5506,2334,8713,5162,2108,156,1926,2082,97,1440,1537
Eastern,Kaberamaido,Kaberamaido TC,661,42,147,854,1225,2226,1658,275,15,430,445,18,321,339
Eastern,Kaberamaido,Kobulubulu,4154,597,899,6186,2634,9719,5966,2229,135,2085,2220,102,1512,1614
Eastern,Kaberamaido,Ochero,1349,5440,810,1350,8388,10548,7539,3146,224,2692,2916,142,1912,2054
Eastern,Kaberamaido,Anyara,4271,807,1314,6566,2878,10758,6215,2804,115,2359,2474,83,1759,1842
Eastern,Kaberamaido,Apapai,2266,249,724,3263,1463,5450,3286,1288,69,1181,1250,63,844,907
Eastern,Kaberamaido,Bululu,4687,517,1065,6380,2380,9825,5867,2364,148,2205,2353,191,1519,1710
Eastern,Kaberamaido,Kakure,2534,361,724,3685,1418,5827,3327,1586,88,1301,1389,57,949,1006
Eastern,Kaberamaido,Kalaki,3484,395,839,4673,2458,7970,4853,1878,123,1744,1867,122,1270,1392
Eastern,Kaberamaido,Otuboi,4889,1082,1669,7751,3648,13068,7966,3066,97,2796,2893,95,2062,2157
Eastern,Kaberamaido,Kaberamaido Total,43734,6331,11482,64950,27783,104215,62723,25032,1427,22843,24270,1206,16543,17749
Eastern,Kaliro,Bumanya,10734,1200,4469,12987,5929,23385,11733,8158,301,5499,5800,291,3900,4191
Eastern,Kaliro,Gadumire,7384,853,3500,8974,3172,15646,6731,6710,288,3328,3616,228,2317,2545
Eastern,Kaliro,Kaliro Town Council,2924,263,830,2995,5032,8857,6257,1364,61,1794,1855,80,1326,1406
Eastern,Kaliro,Namugongo,7341,597,2950,8403,5432,16785,9159,5116,256,3618,3874,202,2602,2804
Eastern,Kaliro,Namwiwa,7699,1016,3297,9057,4116,16470,8361,5645,298,3669,3967,254,2599,2853
Eastern,Kaliro,Nawaikoke,13112,1881,6046,16318,6697,29061,13630,11051,341,6530,6871,429,4556,4985
Eastern,Kaliro,Kaliro Total,49194,5810,21092,58734,30378,110204,55871,38044,1545,24438,25983,1484,17300,18784
Eastern,Kamuli,Northern Division,5416,447,1499,6102,8478,16079,11460,2523,181,2989,3170,194,2193,2387
Eastern,Kamuli,Southern Division,5788,347,1610,5918,7102,14630,9812,2713,226,2977,3203,172,2218,2390
Eastern,Kamuli,Balawoli,11249,1536,4758,13661,6053,24472,11864,9098,393,5313,5706,418,3686,4104
Eastern,Kamuli,Bulopa,6178,504,1663,6730,5178,13571,8461,2967,131,3035,3166,82,2242,2324
Eastern,Kamuli,Butansi,6743,417,2259,7442,3962,13663,7766,3760,219,3179,3398,224,2226,2450
Eastern,Kamuli,Kitayunjwa,8777,726,3138,9537,6445,19120,11090,5141,306,4218,4524,278,3014,3292
Eastern,Kamuli,Nabwigulu,4679,488,1386,5901,3070,10357,6045,2805,171,2286,2457,249,1551,1800
Eastern,Kamuli,Namasagali,8013,912,3296,9647,3986,16929,8909,5566,269,3719,3988,393,2452,2845
Eastern,Kamuli,Namwendwa,12127,1189,4736,14366,8340,27442,14933,8400,329,6024,6353,414,4244,4658
Eastern,Kamuli,Bugulumbya,8221,487,2187,8759,6336,17282,10569,3916,132,4247,4379,178,3024,3202
Eastern,Kamuli,Kisozi,10431,878,3288,11758,7442,22488,12952,5799,386,5434,5820,342,3946,4288
Eastern,Kamuli,Mbulamuti,6823,284,1852,7614,4462,13928,8100,3601,336,3162,3498,230,2329,2559
Eastern,Kamuli,Nawanyago,5095,248,1513,5508,5125,12146,7438,2719,165,2861,3026,255,2009,2264
